520500	CD
521	CD
526	CD
53	CD
531	CD
5357	CD
536	CD
54	CD
540,000	CD
5405	CD
544	CD
55	CD
550	CD
552	CD
5591	CD
56	CD
57	CD
575	CD
5791	CD
58	CD
581	CD
586	CD
5891	CD
59	CD
59.90	CD
6	CD
6,000	CD
6,592	CD
6.6.82	CD
60,000	CD
600	CD
601	CD
601,016	CD
60838430	CD
61	CD
62	CD
63	CD
63.5	CD
632	CD
64	CD
65	CD
6591	CD
66	CD
6691	CD
67	CD
6791	CD
68	CD
685	CD
6891	CD
7	CD
7,000	CD
7,685	CD
7.0	CD
7.1	CD
7.30	CD
7.6	CD
70	CD
7001	CD
701	CD
709	CD
71	CD
716	CD
7191	CD
72	CD
73	CD
74	CD
7491	CD
75	CD
75.90	CD
752	CD
753	CD
76	CD
761	CD
7691	CD
77	CD
772	CD
775	CD
7791	CD
78	CD
7891	CD
79	CD
79.90	CD
8	CD
8.3	CD
8.35	CD
8.5	CD
8.51	CD
80	CD
800	CD
801	CD
803	CD
81	CD
811	CD
814	CD
82	CD
821	CD
83	CD
84	CD
840	CD
8491	CD
85	CD
85.2	CD
857	CD
8591	CD
86	CD
86.90	CD
8691	CD
87	JJ
87591	CDT
88	CD
8891	CD
89	CD
891	CD
9	CD
9.1	CD
9.11	CD
9.13	CD
9.90	CD
90	CD
900,000	CD
905	CD
91	CD
91.8	CD
92	CD
92.2	CD
921	CD
93	CD
94	CD
941	CD
95	CD
96	CD
96.4	CD
965	CD
9691	CD
97125480	CD
98	CD
987	CD
988891	CD
98891	CD
9891	CD
99	CD
99.90	CD
9:00	CD
A	NNP
A.	NNP
A.S.	NNP
AB	NN
ABA	NN
ABDH	NN
ABDIH	NNP
ABDN	NNT
ABDNW	NN
ABDW	VB
ABHR	NNP
ABHWTW	NN
ABI	NNP
ABIB	NN
ABIBI	JJ
ABIBIT	JJ
ABIBIWT	NN
ABIDWT	NN
ABIGDWR	NNP
ABIH	NN
ABIJL	NNP
ABIMWR	NNP
ABIN	VB
ABINR	NNP
ABINTN	NNP
ABIW	NN
ABJLH	NN
ABJUA	NNP
ABJXH	NN
ABL	CC
ABLM	NN
ABLWT	NN
ABN	NN
ABNEL	NNP
ABNIM	NN
ABNR	NNP
ABQ	NN
ABR	NNT
ABRDIN	NNP
ABRHM	NNP
ABRI	NNP
ABRMSQI	NNP
ABRNATI	NNP
ABSWLWJIT	JJ
ABSWRDI	JJ
ABW	NNP
ABWD	JJ
ABWLWP	NNP
ABWQSIS	NNP
ABWT	NN
ABWTI	NN
ABWTIW	NN
ABXNH	NN
ABXWN	NN
ABZRIM	NN
ACBE	NN
ACBEWT	NN
ACJDIWN	NN
ACJJ	NN
ACJLH	NN
ACL	IN
ACUL	NNP
AD	NNP
ADI	NNP
ADIDS	NNP
ADIFWT	NN
ADIPWS	NNP
ADIR	JJ
ADIRH	JJ
ADIRIM	JJ
ADIRWT	JJ
ADM	NN
ADMH	NN
ADMT	NNT
ADMTH	NN
ADMTM	NN
ADMWT	NN
ADRIKL	NN
ADRIKLWT	NN
ADWARD	NNP
ADWJ	NNP
ADWLP	NNP
ADWM	JJ
ADWMH	JJ
ADWMIM	JJ
ADWMWT	JJ
ADWNI	NN
ADWQ	RB
ADWQIM	JJ
AEIR	VB
AF	NN
AFDWD	NNP
AFDWDI	JJ
AFF	NNP
AFH	NN
AFKNZI	NN
AFKNZIM	NN
AFKWL	NNP
AFLIH	NN
AFLIWT	NN
AFM	JJ
AFMH	JJ
AFMIM	JJ
AFMTM	NN
AFMX	VB
AFP	NNT
AFQLWN	NNP
AFR	REL
AFRAI	NN
AFRT	NNT
AFRW	NN
AFT	NNT
AFTI	NN
AFTQD	RB
AFTW	NN
AFUL	NNP
AFUP	NNP
AGAJ	NNP
AGB	RB
AGDH	NN
AGDT	NNT
AGDWT	NN
AGMI	NNP
AGMIM	NN
AGNH	NNP
AGP	NNT
AGPIM	NN
AGRIGANJW	NNP
AGRSIWWIT	JJ
AGRWNWM	NN
AGRWP	NN
AGRWPW	NN
AGRWT	NNT
AGTH	NNP
AGTNWR	NNT
AGUX	NNT
AGWCNJRI	JJ
AGWDH	NN
AGWDLIHM	NN
AGWDT	NNT
AGWUI	NNP
AGWZI	NNT
AGWZIM	NN
AHB	VB
AHBH	NN
AHBIM	NN
AHBT	NNT
AHBTW	NN
AHBW	VB
AHBWT	NNT
AHDH	NN
AHH	NN
AHRN	NNP
AHRWN	NNP
AHRWNWB	NNP
AHWB	NN
AHWBH	NN
AHWBIM	JJ
AHWD	NNP
AI	MOD
AIABQ	VB
AIAN	NNP
AIBD	VB
AIBDH	VB
AIBDW	VB
AIBH	NN
AIBRHIM	NNP
AIBRIM	NN
AIBWD	NNT
AICIQ	NNP
AICJDIWN	NN
AICMT	NNP
AIDH	NNP
AIDIALIM	NN
AIDIALISJIM	JJ
AIDIAWLWG	NN
AIDIAWLWGI	JJ
AIDIAWLWGIH	NN
AIDIAWLWGIIM	JJ
AIDIAWLWGIT	JJ
AIDIAWLWGIWT	JJ
AIF	NN
AIFAM	NNP
AIFH	NN
AIFI	JJ
AIFIIM	JJ
AIFIM	NN
AIFIT	JJ
AIFIWT	NN
AIFIWTK	NN
AIFIWTM	NN
AIFIWTW	NN
AIFR	VB
AIFRH	VB
AIFRR	VB
AIFTI	NN
AIFTW	NN
AIFWM	NN
AIFWMIM	NN
AIFWR	NNT
AIFWRW	NN
AIG	NNP
AIGRWP	NN
AIGRWT	NNT
AIGWD	NN
AIGWDIM	NN
AIGWR	NNP
AII	NNP
AIID	NNP
AIIFWWARIH	NNP
AIILWT	NNP
AIIM	NN
AIIMN	NNP
AIJIIM	JJ
AIJIPAQ	NNP
AIJIT	JJ
AIJIWT	NNT
AIJLIH	NNP
AIJLQI	JJ
AIJLQIM	JJ
AIJLQIT	JJ
AIJWM	NN
AIK	QW
AIKLSW	VB
AIKPT	VB
AIKRIM	NN
AIKWIWT	NN
AIKWT	NNT
AIKWTI	JJ
AIKWTM	NN
AIKWTW	NN
AILC	VB
AILCW	VB
AILIH	NNP
AILK	RB
AILMIM	NN
AILN	NNP
AILNH	NNP
AILT	NNP
AILW	CC
AILWC	NN
AILWCI	NNT
AILWCIM	NN
AILWLA	IN
AILWZ	NNP
AIMAM	NN
AIMCH	VB
AIMCW	VB
AIMH	NN
AIMHWT	NN
AIMPRIIT	NNT
AIMPRIWT	NN
AIMPRSIWNISJIIM	JJ
AIMPRSIWNISJIWT	JJ
AIMPRSIWNIZM	NN
AIMT	IN
AIMTH	VB
AIMTNI	JJ
AIMTW	NN
AIMW	NN
AIMWC	NNT
AIMWN	NN
AIMWNIM	NN
AIMWNIT	NN
AIN	VB
AINDIANH	NNP
AINDIANIM	NN
AINDIANIT	JJ
AINDIQCIH	NN
AINDIWWIDWALIWT	NN
AINDWNZIH	NNP
AINDWQJRINCIH	NN
AING	NNP
AINH	RB
AINI	RB
AINJIMIIM	JJ
AINJIMIT	JJ
AINJLIGNJIT	JJ
AINJLQJWAL	NN
AINJLQJWALI	JJ
AINJLQJWALIM	NN
AINJLQJWALIT	JJ
AINJNSIWWIT	JJ
AINJR	NNP
AINJRS	NN
AINJRSIM	NN
AINJWNCIH	NN
AINK	RB
AINKM	RB
AINM	RB
AINN	RB
AINNH	RB
AINNI	RB
AINNW	RB
AINPLCIH	NN
AINPLCIWNI	JJ
AINSJINQJIM	NN
AINTIPADH	NN
AINW	RB
AIPFR	VB
AIPFRH	VB
AIPFRW	VB
AIPH	QW
AIPSWWIC	NNP
AIPWA	RB
AIQH	NNP
AIRAN	NNP
AIRANIIM	JJ
AIRDINGN	NNP
AIRE	VB
AIREH	VB
AIREW	VB
AIRGN	VB
AIRH	VB
AIRI	JJ
AIRIM	NN
AIRIT	JJ
AIRLND	NNP
AIRPN	NNP
AIRWE	NN
AIRWEI	NNT
AIRWEIM	NN
AIRWNI	JJ
AIRWNIH	NN
AIRWPH	NNP
AIRWPI	JJ
AIRWPIIM	JJ
AIRWPIT	JJ
AIRWPIWT	JJ
AIRWX	NNT
AISJNBWL	NNP
AISLAM	NNP
AISLAMIIM	JJ
AISLAMIM	JJ
AISLAMIWT	JJ
AISLM	NN
AISLMI	JJ
AISLMIM	JJ
AISMEIL	NNP
AISWP	NNT
AISWR	NN
AITIXAD	NNP
AITM	NNP
AITN	NNP
AITNH	JJ
AITNIM	JJ
AITWT	NN
AIWDIH	NNP
AIWM	NN
AIWMH	JJ
AIWMI	NNT
AIWMIM	NN
AIWMIW	NN
AIWMM	NN
AIWN	NNP
AIWNIR	NNP
AIWWAN	NNP
AIWWLIN	NNP
AIXRH	VB
AIXWD	NNT
AIXWDH	NN
AIXWI	NNT
AIXWL	NN
AIXWR	NN
AIZH	WDT
AIZMIRLI	NNP
AIZW	WDT
AIZWFHI	DT
AIZWN	NN
AIZWR	NN
AIZWRIT	JJ
AJALNJH	NNP
AJLNJH	NNP
AJRQCIH	NN
AJRQJIWWIM	JJ
AJRQJIWWIT	JJ
AJWMI	JJ
AJWMIM	JJ
AJWN	NNP
AK	CC
AKIPT	NNT
AKLS	VB
AKLW	VB
AKLWSH	NN
AKN	RB
AKPT	RB
AKSNIH	NN
AKZBH	NN
AKZBWT	NN
AKZR	JJ
AKZRIT	JJ
AL	IN
ALA	CC
ALAN	NNP
ALBIJ	NNP
ALBLDS	NNP
ALBRJW	NNP
ALBWM	NN
ALBWMIM	NN
ALBZ	NNP
ALEZR	NNP
ALGNJIWT	NN
ALH	JJ
ALI	IN
ALIAB	NNP
ALIBI	NN
ALIEZR	NNP
ALIHW	NNP
ALIM	JJ
ALIMH	JJ
ALIMIM	JJ
ALIMLK	NNP
ALIMWT	NN
ALIMWTM	NN
ALINH	NNP
ALIPWIWT	NNT
ALIPWT	NNT
ALIWJ	NNP
ALIZBT	NNP
ALJR	NNP
ALJRNJIWWH	NN
ALJRNJIWWIIM	JJ
ALKS	NNP
ALKSNDR	NNP
ALKSNDRS	NNP
ALKSNDRWNI	NNP
ALKWHWL	NN
ALLH	NNP
ALMGWR	NNP
ALMH	NNP
ALMLA	IN
ALMLIX	NNP
ALMNJ	NN
ALMNJIM	NN
ALMNJRI	JJ
ALMNTW	NN
ALMWLZINW	NNP
ALMWNIM	NN
ALMWNIWT	NN
ALMWNIWTW	NN
ALMWZLINW	NNP
ALN	NNP
ALNBI	NNP
ALP	CD
ALPI	CDT
ALPIIM	CD
ALPIM	CD
ALPRD	NNP
ALPWNSW	NNP
ALQJRWNI	JJ
ALQJRWNIQH	NN
ALQJRWNIT	JJ
ALQLS	NNP
ALRGI	JJ
ALRGIT	JJ
ALSJR	NNP
ALTWR	NN
ALTWRIM	NN
ALUM	NN
ALW	JJ
ALWHI	NNT
ALWHIM	NNP
ALWHIT	JJ
ALWMINIWM	NN
ALWMWT	NNT
ALWN	NN
ALWNI	NNP
ALWNIM	NN
ALWP	NN
ALWPH	NN
ALWPIM	NN
ALWPT	NNT
ALWPWT	NN
ALWWARW	NNP
ALWZIWT	NN
ALXIAT	NNP
ALXNDRW	NNP
AM	IN
AMA	NN
AMADWRH	NNP
AMBIWWLNJIIM	JJ
AMBWLNS	NN
AMCE	NNT
AMCEI	NNT
AMCEIM	NN
AMF	RB
AMHWT	NN
AMICH	JJ
AMID	JJ
AMIL	NNP
AMIN	NNP
AMINH	JJ
AMINWT	NNT
AMINWTM	NN
AMIR	NNP
AMIRH	NN
AMIS	NNP
AMITI	JJ
AMITIIM	JJ
AMITIT	JJ
AMITIWT	JJ
AML	NNP
AMN	NN
AMNI	NNT
AMNIM	NN
AMNM	RB
AMNT	NNT
AMNW	NN
AMNWIWT	NN
AMNWN	NNP
AMNWT	NN
AMNWTI	JJ
AMNWTIT	JJ
AMNWTIWT	JJ
AMPIRI	JJ
AMPIRIT	JJ
AMQWR	NNP
AMR	VB
AMRH	VB
AMRIQAI	JJ
AMRIQAIIM	JJ
AMRIQAIM	NN
AMRIQAIT	JJ
AMRIQAIWT	JJ
AMRIQH	NNP
AMRIQN	NNP
AMRIQNIT	JJ
AMRNW	VB
AMRT	VB
AMRTI	VB
AMRW	VB
AMRWTIHM	NN
AMSJRDM	NNP
AMSLM	NNP
AMT	NN
AMTISJ	NNP
AMTNIIM	JJ
AMW	NN
AMWCIWNLI	JJ
AMWCIWNLIT	JJ
AMWN	NN
AMWNH	NN
AMWNIM	NN
AMWNTH	NN
AMWNTW	NN
AMWR	VB
AMWRH	VB
AMWRIM	VB
AMWRWT	VB
AMWT	NNT
AMWTIHM	NN
AMZLG	NNP
AN	NNP
ANALI	JJ
ANARKIH	NN
AND	NNP
ANDRII	NNP
ANDRSWN	NNP
ANDRW	NNP
ANDWQRINWLWGI	JJ
ANDWQRINWLWGIH	NN
ANFI	NNT
ANFIH	NN
ANFIM	NN
ANFIW	NN
ANG	NNP
ANGLH	NNP
ANGLI	JJ
ANGLIH	NNP
ANGLIT	NN
ANGLMN	NNP
ANGLS	NNP
ANGLW	JJ
ANI	PRP
ANIIT	NNT
ANIMCIH	NN
ANJI	MOD
ANJIFMI	JJ
ANJIFMIWT	NN
ANJIRISJ	NNP
ANJMN	NNP
ANJWAN	NNP
ANJWLIH	NNP
ANJWNIW	NNP
ANJWNIWS	NNP
ANPILD	NNP
ANRCIH	NN
ANRGIH	NN
ANRIQH	NNP
ANRIQW	NNP
ANS	VB
ANW	PRP
ANWF	NN
ANWFH	JJ
ANWFI	JJ
ANWFIIM	JJ
ANWFIT	JJ
ANWFIWTM	NN
ANWJWNIWS	NNP
ANWKI	JJ
ANXNW	PRP
ANXWT	NN
AP	MOD
APFR	VB
APFRI	JJ
APFRIT	JJ
APFRIWT	NN
APFRWIWT	NN
APFRWT	NN
APFRWTH	NN
APGNISJAN	NNP
API	NNP
APIDMIWLWGIH	NN
APIDMIWLWGIIM	JJ
APILW	MOD
APIPIWR	NN
APIQ	NN
APIZWDH	NN
APJUA	NNP
APL	NN
APLH	NN
APLIH	NN
APLIIT	NNT
APLIM	JJ
APLWLIT	NN
APLWT	JJ
APM	NN
APP	VB
APQJIWWI	JJ
APQJIWWIWT	NN
APQWJ	NNP
APRIL	NNP
APRIM	NNP
APRIQH	NNP
APRN	NNP
APRWXIM	NN
APS	CD
APSIM	NN
APSIQ	VB
APSIT	JJ
APSWTW	NN
APWA	RB
APWD	NNT
APWDI	NNT
APWDIM	NN
APWDWT	NNT
APWJRWPSWT	NN
APWQLIPJI	JJ
APWR	JJ
APWS	NN
APWSJRWP	NNP
AQCIH	NN
AQDMAIIM	JJ
AQDMAIM	NN
AQDMI	JJ
AQDMIIM	JJ
AQDMIT	JJ
AQDMIWT	JJ
AQDWXW	NN
AQDX	NN
AQDXIM	NN
AQDXW	NN
AQHWIZ	NNP
AQJ	NN
AQJIWWIWT	NN
AQJWARI	JJ
AQLIM	NN
AQMH	NN
AQRILN	NNP
AQS	MOD
AQSIWMH	NN
AQSPWZICIH	NN
AQWLWGI	JJ
AQWNWMISJ	NNP
AQZISJNCIALISJI	JJ
AQZWJIT	JJ
ARAL	NNP
ARBE	CD
ARBEH	CD
ARBEIM	CD
ARBET	CDT
ARBLI	NNP
ARC	NN
ARCH	RB
ARCI	JJ
ARCIFRALI	JJ
ARCIIM	JJ
ARCIT	JJ
ARCIWT	JJ
ARCM	NN
ARCW	NN
ARCWT	NNT
ARD	NNP
ARFT	NNT
ARGEH	NN
ARGNJINAI	JJ
ARGNJINI	JJ
ARGWN	NN
ARGWNI	NNT
ARGWNIIM	JJ
ARGWNIM	NN
ARGWNIT	JJ
ARHB	NNP
ARHUB	NNP
ARIAL	NNP
ARIALH	NNP
ARIG	NNT
ARIH	NNP
ARIQ	NNP
ARIZH	NN
ARIZWNH	NNP
ARIZWT	NN
ARJILRI	JJ
ARKH	VB
ARKIJQJIT	NN
ARKW	VB
ARL	NNP
ARMISJ	NNP
ARMLI	NNP
ARMSJRWNG	NNP
ARMWN	NN
ARNHM	NNP
ARNQW	NN
ARNS	NNP
ARNWLD	NNP
ARNWNH	NN
ARRJ	NNP
ARSIT	JJ
ARSNL	NNP
ARTWR	NNP
ARWASJI	NNP
ARWBH	NN
ARWGNJIT	JJ
ARWJI	JJ
ARWJIQH	NN
ARWJIWT	JJ
ARWK	JJ
ARWKH	JJ
ARWKIM	JJ
ARWKT	JJT
ARWKWT	JJ
ARWN	NN
ARWNW	NN
ARWNWT	NNT
ARWXH	NN
ARWXWT	NN
ARZ	NNP
ARZI	NNT
AS	NNP
ASAM	NNP
ASD	NNP
ASI	NNP
ASIH	NNP
ASIPH	NN
ASIPT	NNT
ASIPWT	NN
ASIRI	NNT
ASIRIM	NN
ASISJIM	NN
ASISJNJIT	NN
ASJRAJGI	JJ
ASJRAJGIIM	JJ
ASJRAJGIT	JJ
ASJRAJGIWT	JJ
ASJRJGI	JJ
ASJRJGIH	NN
ASJWN	NNP
ASKWLWT	NN
ASNT	NNP
ASP	NNP
ASPH	NN
ASPIRIN	NNP
ASPNIM	NN
ASPQH	NN
ASPQJIM	NN
ASPQT	NNT
ASPR	VB
ASPW	VB
ASR	VB
ASTJI	JJ
ASTJIIM	JJ
ASTR	NNP
ASUA	NNP
ASWMN	NNP
ASWN	NN
ASWNWT	NN
ASWPT	NNT
ASWR	VB
ASWRIM	VB
AT	AT
ATA	NNP
ATGR	NN
ATGRI	NNT
ATGRIM	NN
ATH	PRP
ATIAISJIM	NN
ATIAIZM	NN
ATIQH	NN
ATIWPIH	NNP
ATIWPIT	JJ
ATLJIM	NN
ATLJIQH	NN
ATM	PRP
ATMWL	RB
ATNIIM	JJ
ATNIWT	JJ
ATNXTA	NN
ATPJR	VB
ATR	NN
ATRI	NNT
ATRIM	NN
AW	CC
AWBD	JJ
AWBDN	NNT
AWBIIQJ	NNT
AWBIIQJIWWI	JJ
AWBIIQJIWWIT	JJ
AWBRWN	NNP
AWBSSIH	NN
AWBSSIWT	NN
AWBSSIWWIT	JJ
AWCR	NN
AWDISIAH	NNP
AWDISIAWS	NNP
AWDN	NNP
AWDWT	IN
AWFIWT	NNP
AWFPZ	VB
AWFPZH	VB
AWFPZW	VB
AWFR	NN
AWFRH	VB
AWFRI	NNP
AWFRW	VB
AWFWWIC	NNP
AWGNIWQ	NNP
AWGRSHIIM	NNP
AWGW	NNP
AWGWSJ	NNP
AWHB	VB
AWHBIM	VB
AWHBT	VB
AWHD	NNP
AWHDI	NNT
AWHDIH	NN
AWHDIM	NN
AWHDT	JJ
AWHL	NN
AWHLIM	NN
AWI	RB
AWIB	NN
AWIBINW	NN
AWIRH	NN
AWJWBIWGRAPI	JJ
AWJWBIWGRPI	JJ
AWJWBIWGRPIH	NN
AWJWBIWGRPIT	JJ
AWJWBWS	NN
AWJWBWSIM	NN
AWJWMJ	NN
AWJWNWMIH	NN
AWJWNWMIIM	JJ
AWJWNWMIT	JJ
AWJWPIH	NN
AWJWQRJ	NN
AWKL	NN
AWKLI	NNT
AWKLIM	VB
AWKLWSIIH	NN
AWKLWSIIT	NNT
AWKSPWRD	NNP
AWKZBW	VB
AWLDHAM	NNP
AWLI	RB
AWLIMPI	JJ
AWLIMPIADT	NNT
AWLIMPIADWT	NN
AWLIMPIH	NNP
AWLIMPIIM	JJ
AWLIMPIT	JJ
AWLIMPIWT	JJ
AWLJIMAJWM	NN
AWLJIMJWM	NN
AWLM	CC
AWLMI	NNT
AWLMRJ	NNP
AWLMW	NN
AWLMWT	NNT
AWLPN	NN
AWLPNI	NNT
AWLPNIH	NN
AWLPNIM	NN
AWLRIK	NNP
AWM	NNP
AWMAHRH	NNP
AWMBRJW	NNP
AWMC	NN
AWMDN	NN
AWMDNIM	NN
AWMFLAGPLAC	NN
AWMH	NN
AWMLL	JJ
AWMLLIM	JJ
AWMLLWTM	NN
AWMNM	RB
AWMNSQI	NNP
AWMNWT	NNT
AWMR	VB
AWMRIM	VB
AWMRM	NN
AWMRT	VB
AWMRW	VB
AWMRWT	VB
AWMWT	NNT
AWN	NNT
AWNIBRSIJAWT	NN
AWNIBRSIJH	NN
AWNIBRSIJT	NNT
AWNIM	NN
AWNIWT	NN
AWNIWWRSLI	JJ
AWNNWT	NN
AWNQIIH	NN
AWNRWWUA	NNP
AWNW	NN
AWP	NNP
AWPCIH	NN
AWPCIWT	NN
AWPI	NN
AWPIH	NN
AWPIIM	NN
AWPIINH	VB
AWPIINIIM	JJ
AWPIINIT	JJ
AWPIINIWT	JJ
AWPIR	NNP
AWPIW	NN
AWPJIMI	JJ
AWPJIMIWT	NN
AWPJIT	JJ
AWPN	NN
AWPNH	NN
AWPNIIM	NN
AWPNTI	JJ
AWPNWE	NN
AWPPT	VB
AWPQ	NNP
AWPRH	NN
AWPRJIWWI	JJ
AWPRJIWWIM	JJ
AWPRJIWWIT	JJ
AWPRJIWWIWT	JJ
AWPUA	NNP
AWPWRJWNISJI	JJ
AWPWZICIH	NN
AWQIINWS	NN
AWQJBIW	NNP
AWQJWBR	NNP
AWQRAINH	NNP
AWR	NN
AWRAL	NNP
AWRALI	JJ
AWRCQI	NNP
AWRGN	VB
AWRH	NNP
AWRI	NNP
AWRIAH	NN
AWRIAL	NNP
AWRIT	NNP
AWRJGH	NNP
AWRK	NNT
AWRKW	NN
AWRLANDW	NNP
AWRLNDW	NNP
AWRM	NN
AWRN	NN
AWRNIM	NN
AWRTWDWQSI	JJ
AWRTWDWQSIH	NN
AWRTWDWQSIT	JJ
AWRWGWWAI	NNP
AWRWN	NNP
AWRWT	NN
AWRWWLIANI	JJ
AWRWWLIANIT	JJ
AWRX	NN
AWRXIM	NN
AWRXN	NN
AWSAQH	NNP
AWSIFQIN	NNP
AWSIP	VB
AWSJRIH	NNP
AWSJRLI	JJ
AWSJRLIH	NNP
AWSJRLIIM	JJ
AWSJRWBSQI	NNP
AWSMNWB	NNP
AWSP	NNT
AWSQR	NNP
AWSR	VB
AWSRT	VB
AWT	AT
AWTH	DT
AWTIWT	NN
AWTM	DT
AWTN	DT
AWTR	VB
AWTW	DT
AWUM	NNP
AWUMI	JJ
AWWIR	NN
AWWIRH	NN
AWWIRIT	JJ
AWWIRT	NNT
AWWRJWN	NNP
AWWRWR	NN
AWWT	NNT
AWXNH	NNP
AWXZ	VB
AWXZIM	VB
AWZL	VB
AWZLT	NNT
AWZN	NNP
AWZNIIM	NN
AWZNINW	NN
AWZNIW	NN
AX	NN
AXBAR	NNP
AXD	CD
AXDIM	JJ
AXDWT	JJ
AXHUC	NN
AXID	JJ
AXIDH	JJ
AXIDIM	JJ
AXIH	NN
AXIHM	NN
AXIHWD	NNP
AXIM	NN
AXIW	NN
AXIWT	NN
AXIZTH	NN
AXLMH	NNP
AXMD	NNP
AXR	JJ
AXRAI	JJ
AXRAIM	NN
AXRAIWT	JJ
AXRI	IN
AXRIM	JJ
AXRIT	NNT
AXRITW	NN
AXRIWT	NN
AXRIWTW	NN
AXRT	JJ
AXRWN	JJ
AXRWNH	JJ
AXRWNIM	JJ
AXRWNWT	JJ
AXRWT	JJ
AXT	CD
AXWRI	JJ
AXWRIT	JJ
AXWTW	NN
AXWWT	NNT
AXWZ	NN
AXWZH	NN
AXWZIM	NN
AXWZTW	NN
AXZ	VB
AXZQH	NN
AXZWR	VB
AZ	RB
AZBIW	NNP
AZEQH	NN
AZEQT	NNT
AZHRH	NN
AZI	RB
AZIQIM	NN
AZKRWT	NN
AZKWR	NN
AZL	VB
AZLM	NNP
AZNIHM	NN
AZRN	NNP
AZRX	NN
AZRXI	NNT
AZRXIIM	JJ
AZRXIM	NN
AZRXIT	JJ
AZWB	NN
AZWR	NN
AZWRI	NNT
AZWRIM	NN
AZWRIWT	JJ
B	IN
BA	VB
BADR	NNP
BAFR	IN
BAFRI	NNP
BAH	JJ
BAI	NNT
BAIIR	NNP
BAIIRN	NNP
BAIM	VB
BAIN	IN
BAIRNWBH	NNP
BAIWDIH	NNP
BAJINIWL	NNP
BAJRWWRT	NNP
BAL	NNP
BALX	NNP
BAMCEWT	IN
BAMT	RB
BANPILD	NNP
BANW	VB
BAQ	NNP
BAQRAI	RB
BAR	NNT
BARAN	NNP
BARI	NNP
